업종명,업소명,소재지(도로명),소재지전화,업태명,문의전화
일반음식점,지푸라기,충청북도 충주시 연수상가4길 13-1 (연수동),043-852-8846,호프/통닭,043-850-3473
일반음식점,엄마손분식,충청북도 충주시 충열5길 13 (단월동),043-851-6631,분식,043-850-3473
일반음식점,인성해장국,충청북도 충주시 탄금대로 266-1 (칠금동),043-844-0270,한식,043-850-3473
일반음식점,사랑채,충청북도 충주시 금가면 충원대로 1343,043-855-5886,한식,043-850-3473
일반음식점,용분식,충청북도 충주시 거룡2길 40 (용산동),043-857-8485,분식,043-850-3473
일반음식점,명화식당,충청북도 충주시 수안보면 물탕2길 14,043-846-7100,한식,043-850-3473
일반음식점,노블레스,충청북도 충주시 안림로 290 (안림동),043-856-6566,경양식,043-850-3473
일반음식점,토종정육점식당,충청북도 충주시 노은면 연하중앙길 40,043-853-5503,한식,043-850-3473
일반음식점,통닭세상,"충청북도 충주시 탄금대로 77, 다동 130호 (봉방동)",043-847-9920,통닭(치킨),043-850-3473
일반음식점,민가네한식당,충청북도 충주시 주덕읍 충청대로 2354,043-845-9337,한식,043-850-3473
일반음식점,코바,충청북도 충주시 금제7길 3 (금릉동),043-848-1011,호프/통닭,043-850-3473
일반음식점,레드,충청북도 충주시 금릉로 82 (교현동),043-854-8922,호프/통닭,043-850-3473
일반음식점,간이역성원점,충청북도 충주시 대가미7길 23 (칠금동),043-855-5792,호프/통닭,043-850-3473
일반음식점,송가,충청북도 충주시 상방5길 16 (봉방동),043-851-2843,한식,043-850-3473
일반음식점,토크타임,충청북도 충주시 상방6길 44 (봉방동),043-854-8328,호프/통닭,043-850-3473
일반음식점,진미생구이,충청북도 충주시 금곡로 27 (연수동),043-855-7200,한식,043-850-3473
일반음식점,신토불이찹쌀순대,충청북도 충주시 남산6길 1 (교현동),043-851-9282,한식,043-850-3473
일반음식점,배나무숯불갈비,충청북도 충주시 노은면 감노로 1583,043-853-3646,한식,043-850-3473
일반음식점,금능가든횟집,충청북도 충주시 국원대로 308 (금릉동),043-848-5101,횟집,043-850-3473
일반음식점,도봉식당,충청북도 충주시 산척면 천등박달로 132,043-843-5328,한식,043-850-3473
일반음식점,하늘분식,충청북도 충주시 사직산19길 13 (문화동),043-845-0994,분식,043-850-3473
일반음식점,신수정식당,충청북도 충주시 주덕읍 주덕2길 11,043-845-0748,한식,043-850-3473
일반음식점,간이역주덕역점,충청북도 충주시 주덕읍 신덕로 1373,043-857-3101,호프/통닭,043-850-3473
일반음식점,한잔생각,충청북도 충주시 대가미7길 19-1 (칠금동),043-854-9050,호프/통닭,043-850-3473
일반음식점,하늘에,"충청북도 충주시 하풍1길 5-8, 2층 (풍동)",043-848-3231,경양식,043-850-3473
일반음식점,대춘,충청북도 충주시 대소원면 대소원로 113,043-852-9339,중국식,043-850-3473
일반음식점,대성생구이,충청북도 충주시 대가미4길 8 (칠금동),043-854-9093,한식,043-850-3473
일반음식점,농장염소탕,"충청북도 충주시 충인1길 36, 1층 (충인동)",043-854-3374,탕류(보신용),043-850-3473
일반음식점,본스치킨칠금점,"충청북도 충주시 금릉로 35, 107동 106호 (칠금동)",043-856-9995,호프/통닭,043-850-3473
일반음식점,징기스칸칠금연수점,"충청북도 충주시 예성로 320, 111호 (연수동)",043-852-7756,호프/통닭,043-850-3473
일반음식점,고향막창,충청북도 충주시 연수상가4길 17 (연수동),043-854-8343,호프/통닭,043-850-3473
일반음식점,레일로드,충청북도 충주시 충열5길 15-2 (단월동),043-852-4793,호프/통닭,043-850-3473
일반음식점,간이역럭키역점,충청북도 충주시 성터8길 5 (문화동),043-842-2314,호프/통닭,043-850-3473
일반음식점,무지개,충청북도 충주시 봉계13길 32 (봉방동),043-848-5822,호프/통닭,043-850-3473
일반음식점,미노분식,충청북도 충주시 충인7길 19 (충인동),043-848-8558,분식,043-850-3473
일반음식점,토크박스갱고개점,충청북도 충주시 만리산로 26 (교현동),043-848-5507,호프/통닭,043-850-3473
일반음식점,함지박,충청북도 충주시 모시래2길 7 (단월동),043-856-5292,한식,043-850-3473
일반음식점,건국대학교의료원충주병원,충청북도 충주시 광명1길 6 (교현동),043-840-8444,한식,043-850-3473
일반음식점,꼭지분식,충청북도 충주시 금제1길 12 (금릉동),043-851-4436,분식,043-850-3473
일반음식점,소태분식,충청북도 충주시 소태면 주치길 12,043-854-9624,분식,043-850-3473
일반음식점,용우동충주건대점,충청북도 충주시 충열5길 13 (단월동),043-848-0908,한식,043-850-3473
일반음식점,데인저러스,충청북도 충주시 갱고개로 156 (연수동),0507-1403-8610,호프/통닭,043-850-3473
일반음식점,사랑해사랑해문화점,충청북도 충주시 탄금대로 25 (문화동),043-851-3644,호프/통닭,043-850-3473
일반음식점,본가할매숨두부,충청북도 충주시 수안보면 물탕2길 8,043-846-4764,한식,043-850-3473
일반음식점,어두육식당,충청북도 충주시 지현천변1길 47 (지현동),043-842-3320,한식,043-850-3473
일반음식점,새마을식당,"충청북도 충주시 자유시장길 43, 1층 (성내동)",043-843-2494,한식,043-850-3473
일반음식점,신풍미식당,충청북도 충주시 상방6길 16 (봉방동),043-844-5857,한식,043-850-3473
일반음식점,미락원,충청북도 충주시 충인7길 1 (충의동),043-844-3055,한식,043-850-3473
일반음식점,5027,"충청북도 충주시 산척면 천등박달로 131, 1층",043-853-5027,경양식,043-850-3473
일반음식점,화신정,충청북도 충주시 수안보면 수회리로 94,043-857-6671,한식,043-850-3473
일반음식점,장수네집,충청북도 충주시 중앙탑면 중앙탑길 112-5,043-855-3456,한식,043-850-3473
일반음식점,나래향,충청북도 충주시 엄정면 동막강현길 401,043-851-8260,중국식,043-850-3473
일반음식점,중앙탑막국수,충청북도 충주시 중앙탑면 중앙탑길 109,043-846-5508,한식,043-850-3473
일반음식점,홍창대반점,충청북도 충주시 금릉로 81 (연수동),043-847-3217,중국식,043-850-3473
일반음식점,생고기랑돈가스랑,충청북도 충주시 대소원면 산정독정길 161,043-853-0659,한식,043-850-3473
일반음식점,금청,충청북도 충주시 삼원로 23-1 (봉방동),043-844-9985,한식,043-850-3473
일반음식점,투다리주공점,"충청북도 충주시 예성로 350, 상가동 103호 (연수동, 연수주공아파트)",043-855-4789,호프/통닭,043-850-3473
일반음식점,이화에월백하고,충청북도 충주시 사직로 185 (성서동),043-843-3134,호프/통닭,043-850-3473
일반음식점,놀부식당해장국,"충청북도 충주시 수안보면 물탕2길 3, 104호",043-847-7226,한식,043-850-3473
일반음식점,간이역교현역점,충청북도 충주시 봉현로 225 (교현동),043-844-9254,호프/통닭,043-850-3473
일반음식점,농가염소탕,충청북도 충주시 안림로 65 (안림동),043-846-8886,한식,043-850-3473
일반음식점,꾸이꾸이충주1호점,충청북도 충주시 용정7길 1 (용산동),043-845-1039,분식,043-850-3473
일반음식점,까망콩두부,충청북도 충주시 탄금대로 241 (칠금동),043-844-0520,한식,043-850-3473
일반음식점,뜨럭,충청북도 충주시 교동5길 4 (교현동),043-855-1213,한식,043-850-3473
일반음식점,일미닭갈비파전,충청북도 충주시 대소원면 대학로 6,043-853-3212,한식,043-850-3473
일반음식점,한성감로정,충청북도 충주시 탄금대로 266-3 (칠금동),043-857-7600,한식,043-850-3473
일반음식점,간이역그린역점,충청북도 충주시 금곡로 49-2 (연수동),043-856-8550,호프/통닭,043-850-3473
일반음식점,숯도령대쪽갈비,충청북도 충주시 형설로 78 (용산동),043-857-8292,식육(숯불구이),043-850-3473
일반음식점,호미불닭발촌,충청북도 충주시 성서2길 14 (성서동),043-854-8998,호프/통닭,043-850-3473
일반음식점,맛단골분식,충청북도 충주시 충인8길 21 (충인동),043-848-4642,분식,043-850-3473
일반음식점,명품관,충청북도 충주시 팽고리산길 121 (금릉동),043-854-8592,한식,043-850-3473
일반음식점,큰집칼국수,충청북도 충주시 봉방3길 9 (봉방동),043-847-5230,분식,043-850-3473
일반음식점,전통모래네갈비,"충청북도 충주시 계명대로 84, 1층 (교현동)",043-847-8616,한식,043-850-3473
일반음식점,충주휴게소 한식(상행),충청북도 충주시 중앙탑면 중부내륙고속도로 230-1,043-857-9229,한식,043-850-3473
일반음식점,금강감자탕,충청북도 충주시 남산로 58 (용산동),043-847-1736,한식,043-850-3473
일반음식점,민들레영토,충청북도 충주시 동량면 지등로 1055,043-851-2754,기타,043-850-3473
일반음식점,메밀마당,충청북도 충주시 중앙탑면 중앙탑길 103,043-855-0283,한식,043-850-3473
일반음식점,아미각,충청북도 충주시 연수서편1길 9 (연수동),043-848-0440,기타,043-850-3473
일반음식점,수궁,충청북도 충주시 수안보면 미륵송계로 436-1,043-843-5588,한식,043-850-3473
일반음식점,자연그대로,충청북도 충주시 상아배이길 100-4 (호암동),043-847-5143,한식,043-850-3473
일반음식점,램프의향기,"충청북도 충주시 수안보면 미륵송계로 494, A동",043-847-1775,기타,043-850-3473
일반음식점,현남식당,충청북도 충주시 엄정면 내창로 182,043-851-5429,분식,043-850-3473
일반음식점,충주스파렉스구내식당,충청북도 충주시 번영대로 58 (칠금동),043-844-6100,한식,043-850-3473
일반음식점,멕시칸치킨호프,충청북도 충주시 원호암2길 12 (호암동),043-856-9295,호프/통닭,043-850-3473
일반음식점,무불통막창,충청북도 충주시 금봉대로 530 (연수동),043-854-1275,한식,043-850-3473
일반음식점,마흘돌샘구이,충청북도 충주시 칠금4길 14 (칠금동),043-847-9428,한식,043-850-3473
일반음식점,조동낚시터식당,충청북도 충주시 동량면 대전조돈길 321,043-851-0262,한식,043-850-3473
일반음식점,대박식당,충청북도 충주시 충인8길 24 (충인동),043-845-7737,한식,043-850-3473
일반음식점,주혜옹심이칼국수,충청북도 충주시 동수9길 6 (연수동),043-843-2077,한식,043-850-3473
일반음식점,산오징어,충청북도 충주시 야현10길 4-7 (교현동),043-848-1506,일식,043-850-3473
일반음식점,고산부대찌개전문점,충청북도 충주시 금제4길 7 (금릉동),043-853-0852,한식,043-850-3473
일반음식점,홍천가든,충청북도 충주시 동량면 지등로 173,043-854-7829,한식,043-850-3473
일반음식점,다래떡볶기,충청북도 충주시 성서7길 14 (성서동),043-843-4203,분식,043-850-3473
일반음식점,원조한영참숯불구이,충청북도 충주시 대소원면 대소원로 105,043-852-1223,식육(숯불구이),043-850-3473
일반음식점,칠금동샤브샤브칼국수,충청북도 충주시 칠금중앙로 44 (칠금동),043-857-0036,한식,043-850-3473
일반음식점,금수레,충청북도 충주시 상방7길 12 (봉방동),043-856-4569,한식,043-850-3473
일반음식점,네네치킨충주점,충청북도 충주시 금제6길 1 (금릉동),043-856-9929,호프/통닭,043-850-3473
일반음식점,궁중포크숯불구이,충청북도 충주시 번영대로 71 (금릉동),043-843-7788,한식,043-850-3473
일반음식점,시골묵집,충청북도 충주시 충주호수로 140 (목행동),043-857-7074,한식,043-850-3473
일반음식점,소풍가는날,충청북도 충주시 예성로 61 (지현동),043-855-5055,기타,043-850-3473
일반음식점,시골막창분식,충청북도 충주시 상방6길 61 (봉방동),043-851-8696,기타,043-850-3473
일반음식점,꼬꼬댁,충청북도 충주시 산척면 동산로 718,043-853-5556,한식,043-850-3473
일반음식점,일조원,충청북도 충주시 천변로 151-1 (교현동),043-855-2288,한식,043-850-3473
일반음식점,네네치킨3호점,충청북도 충주시 중원대로 3393 (문화동),043-856-1588,통닭(치킨),043-850-3473
일반음식점,금바위골,충청북도 충주시 금제9길 14-1 (금릉동),043-853-5785,한식,043-850-3473
일반음식점,금가능이옥,충청북도 충주시 금가면 김생로 1184,043-852-3338,한식,043-850-3473
일반음식점,초원가든,충청북도 충주시 살미면 세성안길 3-36,043-852-0997,한식,043-850-3473
일반음식점,블루노트티.엠,충청북도 충주시 산척면 동산로 725,043-854-3686,호프/통닭,043-850-3473
일반음식점,샤브락,충청북도 충주시 안림로 167 (안림동),043-853-4949,한식,043-850-3473
일반음식점,맛나니김밥2호점,충청북도 충주시 남산로 103 (용산동),043-856-2587,김밥(도시락),043-850-3473
일반음식점,주문사슴조합식당,충청북도 충주시 수안보면 함박골길 76,043-844-4989,한식,043-850-3473
일반음식점,청아식당,충청북도 충주시 행정7길 24-1 (목행동),043-855-9270,기타,043-850-3473
일반음식점,처갓집양념치킨이류점,충청북도 충주시 대소원면 대소원1길 21,043-851-9289,통닭(치킨),043-850-3473
일반음식점,중원가든,충청북도 충주시 산척면 인등로 296,043-854-7227,한식,043-850-3473
